번호,지역어,지역,표준어,상세,상세_지역,시군,조사시기,제보자,음성,발화,발음/부가정보,비고,항목번호,시작_ms,끝_ms,시작_초,끝_초
1,힌자위,함경북도,흰자위,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,힌자위라구,,,20103,966469,967298,966.469,967.298
2,힌자위,함경북도,흰자위,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,힌자위,,,20103,968060,968993,968.06,968.993
3,힌자위,함경북도,흰자위,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,힌자위,,,20103,974480,975380,974.48,975.38
4,기채,함경북도,귀지,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,기채,,,20108,1003916,1004448,1003.916,1004.448
5,귀채,함경북도,귀지,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,귀채,,,20108,1005362,1005934,1005.362,1005.934
6,기채,함경북도,귀지,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,기채라고,,,20108,1013650,1014202,1013.65,1014.202
7,기채,함경북도,귀지,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,기채 파라,,,20108,1015020,1015772,1015.02,1015.772
8,기채,함경북도,귀지,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,기채를 판다,,,20108,1016430,1017514,1016.43,1017.514
9,기우비개,함경북도,귀이개,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,기우비개,,,20109,1029332,1030186,1029.332,1030.186
10,기우비개,함경북도,귀이개,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,기우비갭니다,,,20109,1031112,1032072,1031.112,1032.072
11,구렛나룻,함경북도,구레나룻,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,구렛나룻이라구 해요,,,20113,1093413,1095580,1093.413,1095.58
12,구렛나룻,함경북도,구레나룻,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,구렛나룻,,,20113,1108730,1110130,1108.73,1110.13
13,구렛나룻,함경북도,구레나룻,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,구렛나룻이 시꺼먼 남자가,,,20113,1113270,1116780,1113.27,1116.78
14,히파람,함경북도,휘파람,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,히파람이죠,,,20118,1136030,1137120,1136.03,1137.12
15,휘파람,함경북도,휘파람,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,휘파람,,,20118,1137720,1138500,1137.72,1138.5
16,겨드랑이,함경북도,겨드랑이,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,겨드랑이,문화어,,20124,1169930,1171050,1169.93,1171.05
17,자대미,함경북도,겨드랑이,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,자대미,,,20124,1172275,1173155,1172.275,1173.155
18,자대미,함경북도,겨드랑이,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,자대미라구두 부루구,,,20124,1175990,1177730,1175.99,1177.73
19,자대미,함경북도,겨드랑이,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,자대미,,,20124,1178445,1179585,1178.445,1179.585
20,자대미,함경북도,겨드랑이,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,자대미는,일반 사람들이 쓰는 말,,20124,1191400,1192350,1191.4,1192.35
21,무릎,함경북도,무릎-이,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,무릎이,,,20134,1381350,1382110,1381.35,1382.11
22,무룹,함경북도,무릎-을,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,무룹울,,,20134,1431190,1432170,1431.19,1432.17
23,무룹,함경북도,무릎-이,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,무룹이 데지마는,,,20134,1436310,1437580,1436.31,1437.58
24,무룹,함경북도,무릎,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,무룹,,,20134,1458090,1458630,1458.09,1458.63
25,무룹,함경북도,무릎,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,무룹두 쓰구,,,20134,1552520,1553320,1552.52,1553.32
26,무뤂,함경북도,무릎-에,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,무뤂에,,,20134,1587500,1588140,1587.5,1588.14
27,패끼,함경북도,딸꾹질,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,패끼라고 하지요,,,20209,1614430,1615620,1614.43,1615.62
28,패끼,함경북도,딸꾹질,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,패끼,,,20209,1620710,1621080,1620.71,1621.08
29,패끼,함경북도,딸꾹질,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,패끼 난다,,,20209,1621110,1622160,1621.11,1622.16
30,패끼,함경북도,딸꾹질,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,패끼르 하는 사람,,,20209,1624540,1625560,1624.54,1625.56
31,패끼,함경북도,딸꾹질,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,패끼가 멈추는 거예요,,,20209,1634360,1635680,1634.36,1635.68
32,패끼,함경북도,딸꾹질,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,패끼 끊어젰니,,,20209,1656830,1657940,1656.83,1657.94
33,자부럼,함경북도,졸음,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,자부럼이 온다,,,20215,1678090,1679140,1678.09,1679.14
34,자부럼,함경북도,졸음,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,자부럼,,,20215,1679720,1680590,1679.72,1680.59
35,자부럼,함경북도,졸음,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,자부럼이 온다,,,20215,1681720,1683090,1681.72,1683.09
36,기지개,함경북도,기지개,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,기지개,,,20217,1728100,1728980,1728.1,1728.98
37,기지개를 켜다,함경북도,기지개를 켜다,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,기지개를 켜다,,,20218,1735980,1737510,1735.98,1737.51
38,셋바눌,함경북도,혓바늘,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,셋바눌,,"조사 후에 '쓰리', '쓰리가 돋았다'라고 한다고 정정함. 강아지 혀 밑에 나는 것은 '혓바늘'이라고 하고, 사람 혀에 나는 것은 '쓰리'라고 한다고 함.",20220,1763280,1764060,1763.28,1764.06
39,셋바늘,함경북도,혓바늘,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,셋바늘 셋바늘,,,20220,1770180,1771840,1770.18,1771.84
40,셋바늘,함경북도,혓바늘,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,셋바늘 돋았다,,,20220,1775590,1776700,1775.59,1776.7
41,셋바늘,함경북도,혓바늘,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,셋바늘이 돋아서,,,20220,1787690,1789130,1787.69,1789.13
42,미꾸라지,함경북도,미꾸라지,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,미꾸라지라고,,,20306,1807267,1808387,1807.267,1808.387
43,미꾸라지,함경북도,미꾸라지,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,이 미꾸라지를 키우라고 하거든요,,,20306,1840840,1842840,1840.84,1842.84
44,미꾸라지,함경북도,미꾸라지,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,미꾸라지는,,,20306,1845780,1847020,1845.78,1847.02
45,쉬쓸다,함경북도,쉬슬다,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,쉬 쓸죠 쉬,"'쉬'가 이중모음 wi 가 아닌 전설원순단모음에 가깝게 들리나, 원순성은 약함.",,20318,1919773,1921493,1919.773,1921.493
46,쉬쓸다,함경북도,쉬슬다,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,쉬를 다 쓸고,,,20318,1952653,1954000,1952.653,1954.0
47,벌기,함경북도,벌레,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,벌기고,,,20310,2034587,2035773,2034.587,2035.773
48,벌기,함경북도,벌레,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,아우 저 집에는 벌기 많다,,,20310,2038120,2039627,2038.12,2039.627
49,벌기,함경북도,벌레,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,벌기,'ㅓ'가 'ㅗ'에 가깝게 발음되어 '벌기'의 '벌'이 '볼'처럼 들림.,,20310,2067773,2068719,2067.773,2068.719
50,모기,함경북도,모기,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,모기,'ㅗ'의 개구도가 큼. '모기'가 '머기'에 가깝게 들림.,,20314,2081053,2081639,2081.053,2081.639
51,모기,함경북도,모기,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,모기두 있구,,,20314,2085273,2086713,2085.273,2086.713
52,모기,함경북도,모기,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,모기,,,20314,2099599,2100879,2099.599,2100.879
53,벌,함경북도,벌,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,벌: 그래요? 벌?,'ㅓ'가 'ㅗ'처럼 원순성을 띰. '벌'이 '볼'처럼 들림.,,20315,2125067,2126773,2125.067,2126.773
54,벌,함경북도,벌,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,벌이죠 벌,,,20315,2127440,2129214,2127.44,2129.214
55,벌,함경북도,벌,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,버얼이 올 때문,'벌이'에서 '벌'이 상승조로 길게 실현됨.,,20315,2153493,2154520,2153.493,2154.52
56,벌,함경북도,벌,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,벌보다는,,,20315,2157400,2158506,2157.4,2158.506
57,쉬쓸다,함경북도,쉬슬다,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,쉬를 쓴다고 하죠 쉬,,,20318,2223306,2225293,2223.306,2225.293
58,쉬,함경북도,쉬슬다,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,시 쉬 쉬,'쉬'의 발음이 세 번 다 다르게 실현됨. 의식적으로 강조해서 발음할수록 원순성이 강해지고 이중모음 [wi]에 가깝게 실현됨.,,20318,2226827,2228294,2226.827,2228.294
59,쉬,함경북도,쉬슬다,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,쉬는 시간 할 때 쉬,'쉬는'이 '시는'에 가깝게 발음됨. 그러나 마지막의 강조 발화된 '쉬'는 이중모음 [wi]로 발음됨.,,20318,2229594,2231780,2229.594,2231.78
60,시,함경북도,쉬슬다,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,시를 쑨다,'쉬'의 원순성이 약화되어 '시'에 가깝게 발음됨. '쓴다'의 'ㅡ'는 원순성을 지닌 'ㅜ'에 가깝게 발음됨.,,20318,2232027,2232934,2232.027,2232.934
61,지레,함경북도,지렁이,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,지레,,,20321,2263946,2264813,2263.946,2264.813
62,지레,함경북도,지렁이,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,지레 잡아 멕이라,,,20321,2293693,2294813,2293.693,2294.813
63,지레,함경북도,지렁이,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,지레 잡을라 나가는 거예요,,,20321,2319453,2321600,2319.453,2321.6
64,지레,함경북도,지렁이,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,지레가 가뜩 나오는 거예요,,,20321,2330360,2332253,2330.36,2332.253
65,지레,함경북도,지렁이,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,깨끗한 지레가,,,20321,2340640,2341920,2340.64,2341.92
66,지레,함경북도,지렁이,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,그 지레를,,,20321,2355733,2356706,2355.733,2356.706
67,지레,함경북도,지렁이,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,지레라고 많이 써요,,,20321,2402627,2404040,2402.627,2404.04
68,거시,함경북도,회충,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,거시,,,20322,2463666,2464480,2463.666,2464.48
69,거시,함경북도,회충,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,거시가 많다,,,20322,2464960,2466400,2464.96,2466.4
70,거시,함경북도,회충,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,거시예요 거시,,,20322,2471000,2472214,2471.0,2472.214
71,거시,함경북도,회충,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,거시는,,,20322,2483960,2484640,2483.96,2484.64
72,거시,함경북도,회충,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,너 거싯배를 앓니?,,,20322,2488000,2489680,2488.0,2489.68
73,거시,함경북도,회충,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,거시가 많은 사람을,'ㅓ'가 'ㅗ'처럼 발음되어 '거시'가 '고시'처럼 들림.,,20322,2491734,2493227,2491.734,2493.227
74,거시,함경북도,회충,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,거시같이 생긴 게,매우 마른 사람을 가리켜 '거시 같이 생겼다'고 한다고 함.,,20322,2508307,2509627,2508.307,2509.627
75,거시,함경북도,회충,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,거시가,,,20322,2530520,2531400,2530.52,2531.4
76,거시,함경북도,회충,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,거시만 한뭉텡이 나올 때가 있다구,'거시'가 '고시'처럼 실현됨.,,20322,2541120,2543760,2541.12,2543.76
77,회충,함경북도,회충,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,회충은,'회충'의 'ㅚ'가 이중모음으로 발음됨. '회충'은 문화어.,,20322,2570814,2571814,2570.814,2571.814
78,회충,함경북도,회충,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,회충이 나오는 거예요,,,20322,2629226,2630640,2629.226,2630.64
79,회충,함경북도,회충,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,회충도 너무 힘들어서 나오는 거겠죠,'회충'이 '헤충'처럼 발음됨.,,20322,2631066,2633306,2631.066,2633.306
80,고얘,함경북도,고양이,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,고얘라고 하죠 고얘,,,20323,2647520,2649493,2647.52,2649.493
81,고얘,함경북도,고양이,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,고얘,,,20323,2660640,2661307,2660.64,2661.307
82,고얘,함경북도,고양이,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,고얘,,,20323,2661307,2661814,2661.307,2661.814
83,고얘,함경북도,고양이,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,고얘,,,20323,2665027,2665600,2665.027,2665.6
84,고얘,함경북도,고양이,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,너네집 고얘,'ㅗ'의 개구도가 커서 'ㅓ'처럼 들림. '고얘'가 '거얘'처럼 실현됨.,,20323,2675094,2676320,2675.094,2676.32
85,고얘,함경북도,고양이,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,너네집 고얘 새끼 났니?,,,20323,2678973,2680440,2678.973,2680.44
86,모이,함경북도,모이,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,모이,,,20334,2699040,2699640,2699.04,2699.64
87,닭모이,함경북도,모이,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,닭모이,,,20334,2701213,2702240,2701.213,2702.24
88,모이,함경북도,모이,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,모이,'ㅗ'의 개구도가 커서 'ㅓ'에 가깝게 들림. '모이'가 '머이'에 가깝게 들림.,,20334,2704213,2704920,2704.213,2704.92
89,모이,함경북도,모이,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,모이,,,20334,2706360,2707240,2706.36,2707.24
90,놀가지,함경북도,노루,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,놀가지,,,20335,2806440,2807360,2806.44,2807.36
91,놀가지,함경북도,노루,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,놀가지,문화어로는 '노루'라고 함.,,20335,2813360,2814400,2813.36,2814.4
92,놀가지,함경북도,노루,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,놀가지라고 하죠,,,20335,2817467,2819493,2817.467,2819.493
93,놀가지,함경북도,노루,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,놀가지새끼를,,,20335,3021200,3022400,3021.2,3022.4
94,여끼,함경북도,여우,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,여끼라고도 하고,,,20336,3324774,3326354,3324.774,3326.354
95,여시,함경북도,여우,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,여시라고두 해요,,,20336,3326354,3328007,3326.354,3328.007
96,여끼,함경북도,여우,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,여끼,,,20336,3328014,3328760,3328.014,3328.76
97,여시,함경북도,여우,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,여시,,,20336,3329434,3330354,3329.434,3330.354
98,여시,함경북도,여우,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,여시,,,20336,3335360,3336320,3335.36,3336.32
99,여끼,함경북도,여우,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,여끼 밴새,,,20336,3336354,3337740,3336.354,3337.74
100,여끼,함경북도,여우,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,여끼밴새 하문,,,20336,3355613,3356867,3355.613,3356.867
101,여우,함경북도,여우,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,여시같다,,,20336,3363347,3364427,3363.347,3364.427
102,여끼,함경북도,여우,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,어우 저 간나는 여끼밴새같다,,,20336,3377934,3379787,3377.934,3379.787
103,칼치,함경북도,갈치,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,칼치,'갈치'는 교과서에서만 봤을 뿐 실제로는 본 적이 없었다고 함.,,20337,3431107,3432373,3431.107,3432.373
104,칼치,함경북도,갈치,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,칼치라구,,,20337,3459387,3460520,3459.387,3460.52
105,뽕누에,함경북도,누에,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,뽕누에,,,20342,3531280,3532120,3531.28,3532.12
106,뽕누에,함경북도,누에,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,그건 뽕누에라고 해요,,,20342,3532720,3534054,3532.72,3534.054
107,누에,함경북도,누에,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,누에꼬치,,,20342,3542280,3543453,3542.28,3543.453
108,번데기,함경북도,번데기,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,번데기,,,20343,3546513,3547326,3546.513,3547.326
109,번데기,함경북도,번데기,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,이건 번데기라고 하고,,,20343,3548766,3550579,3548.766,3550.579
110,번데기,함경북도,번데기,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,번데기,,,20343,3628160,3629173,3628.16,3629.173
111,억새,함경북도,억새,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,억새 억새,"'ㅓ'의 개구도가 작으며, 원순성이 있음. ' ㅗ'에 가깝게 들림. '억새'를 스스로 응답하지는 못했고, 조사자가 '억새'라는 어형을 제시하자, 그렇게 쓴 것 같다고 함.",,20403,3693587,3694760,3693.587,3694.76
112,억새풀,함경북도,억새,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,억새풀,,,20403,3700253,3701493,3700.253,3701.493
113,뽕,함경북도,오디,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,뽕이라 하죠,,,20418,3720587,3721520,3720.587,3721.52
114,오디,함경북도,오디,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,오디 오디,'ㅗ'의 개구도가 큼. '오디'가 '어디'에 가깝게 들림.,,20418,3733734,3734507,3733.734,3734.507
115,뽕오디,함경북도,오디,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,뽕오디,,,20418,3735607,3736474,3735.607,3736.474
116,뽕오디,함경북도,오디,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,뽕오디,,,20418,3737680,3738400,3737.68,3738.4
117,오디,함경북도,오디,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,오디라고 해요?,,,20418,3742580,3743580,3742.58,3743.58
118,몰개,함경북도,모래,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,몰개라 하지,,,20503,3852027,3852907,3852.027,3852.907
119,몰개,함경북도,모래,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,몰개,,,20503,3852907,3853574,3852.907,3853.574
120,몰개,함경북도,모래,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,몰개락 해요,,,20503,3856087,3857434,3856.087,3857.434
121,몰개,함경북도,모래,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,몰개,,,20503,3869814,3870614,3869.814,3870.614
122,가슬,함경북도,가을,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,가슬,,,20509,3916027,3916627,3916.027,3916.627
123,동삼,함경북도,겨울,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,동삼으 난다,,,20510,3938947,3940200,3938.947,3940.2
124,동삼,함경북도,겨울,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,동삼,,,20510,3951640,3952574,3951.64,3952.574
125,동삼,함경북도,겨울,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,동삼이란 말을,,,20510,3966120,3967227,3966.12,3967.227
126,동삼,함경북도,겨울,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,동삼이라는 것은,,,20509,3975667,3977373,3975.667,3977.373
127,가슬,함경북도,가을-에,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,가슬에,,,20509,3990174,3991067,3990.174,3991.067
128,가슬,함경북도,가을-에,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,가슬에,,,20509,3991827,3992227,3991.827,3992.227
129,가슬,함경북도,가을-에,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,우리 가슬에 한번,"'ㅡ'가 'ㅜ'처럼 실현되어, '가슬'이 '가술'처럼 들림.",,20509,4032814,4034001,4032.814,4034.001
130,가슬,함경북도,가을,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,가슬이라고,,,20509,4050333,4051347,4050.333,4051.347
131,우박,함경북도,우박,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,우박이 떨어진다 하죠,,,20528,4069067,4070814,4069.067,4070.814
132,우박,함경북도,우박,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,우박이,,,20528,4070814,4071561,4070.814,4071.561
133,우박,함경북도,우박,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,우박이라고 하죠,,,20528,4076320,4077920,4076.32,4077.92
134,우박,함경북도,우박,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,우박,,,20528,4077980,4078940,4077.98,4078.94
135,우박,함경북도,우박,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,다 우박이라고 했어요,,,20528,4094027,4095374,4094.027,4095.374
136,우박,함경북도,우박,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,주먹대이만 한 우박,,,20528,4095374,4096880,4095.374,4096.88
137,우박,함경북도,우박,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,쿤: 우박이 떨어질 때는,,,20528,4099040,4101094,4099.04,4101.094
138,우박,함경북도,우박,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,주먹대이만: 한 우박이 떨어졨다,,,20528,4106373,4109067,4106.373,4109.067
139,우박,함경북도,우박,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,주먹대이만 한 우박이 떨어졨소,,,20528,4112747,4114681,4112.747,4114.681
140,우박,함경북도,우박,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,때아닌 우박이 떨어져 가지구,,,20528,4135800,4138467,4135.8,4138.467
141,우박,함경북도,우박,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,우박이,,,20528,4155800,4157240,4155.8,4157.24
142,노을,함경북도,노을,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,노을이라고 하죠,,,20532,4192747,4195254,4192.747,4195.254
143,노을,함경북도,노을,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,노을이 지면,,,20532,4202401,4203747,4202.401,4203.747
144,노을,함경북도,노을,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,아침에 노을이 지면,,,20532,4209334,4210867,4209.334,4210.867
145,노을,함경북도,노을,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,아침에 노을이 지면,,,20532,4214814,4216654,4214.814,4216.654
146,노을,함경북도,노을,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,아침에 노을이 지면,'아침에 노을이 지면 강가에다 소를 매지 말라'라는 말이 있다고 함. 날이 흐리고 그로 인해 강물이 불어날 수 있기  때문.,,20532,4227213,4228560,4227.213,4228.56
147,회오리바람,함경북도,회오리바람,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,회오리바람,'회'가 '홰(이중모음)'로 발음됨,,20544,4256414,4257627,4256.414,4257.627
148,돌개바람,함경북도,회오리바람,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,돌개바람,,,20544,4258787,4259880,4258.787,4259.88
149,회오리바람,함경북도,회오리바람,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,회오리바람,'회'가 이중모음에 가깝게 발음됨.,,20544,4259920,4260947,4259.92,4260.947
150,돌개바람,함경북도,회오리바람,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,주로는 돌개바람을 써요,'회오리바람'과 '돌개바람' 중 사람들이 주로 쓰는 말은 '돌개바람'이라고 함.,,20544,4264254,4266147,4264.254,4266.147
151,돌개바람,함경북도,회오리바람,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,돌개바람이,,,20544,4286054,4286987,4286.054,4286.987
152,돌개바람,함경북도,회오리바람,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,돌개바람이,,,20544,4287734,4288681,4287.734,4288.681
153,돌개바람,함경북도,회오리바람,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,돌개바람이 분다,,,20544,4291427,4292480,4291.427,4292.48
154,돌개바람,함경북도,회오리바람,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,돌개바람으로,,,20544,4294481,4295574,4294.481,4295.574
155,-,함경북도,아우타다,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,아예 없어요,,해당 어휘가 아예 없다고 함.,20606,4362747,4363707,4362.747,4363.707
156,간나,함경북도,계집아이,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,간나라고,,,20610,4396627,4397641,4396.627,4397.641
157,간나,함경북도,계집아이,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,간나라고,,,20610,4410747,4411947,4410.747,4411.947
158,간나,함경북도,계집아이,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,간나라는 말을 못 들어봤어요,,,20610,4420880,4422987,4420.88,4422.987
159,간나,함경북도,계집아이,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,이 간나,,,20610,4427827,4428760,4427.827,4428.76
160,간나,함경북도,계집아이,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,다 이 간나 저 간나 하는 거예요,,,20610,4440561,4442241,4440.561,4442.241
161,간나,함경북도,계집아이,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,간나,,,20610,4446080,4446787,4446.08,4446.787
162,갈라,함경북도,계집아이,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,갈라,,,20610,4446827,4447827,4446.827,4447.827
163,간나,함경북도,계집아이,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,간나가,,,20610,4450201,4451401,4450.201,4451.401
164,갈라,함경북도,계집아이,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,갈라,,,20610,4455334,4456094,4455.334,4456.094
165,갈라,함경북도,계집아이,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,갈라예요,,,20610,4456761,4457641,4456.761,4457.641
166,간나새끼,함경북도,계집아이,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,간나새끼,,,20610,4468694,4469920,4468.694,4469.92
167,간나,함경북도,계집아이,상세,함경북도,청진시,2025년,"여성, 1968년생",▶,간나란 말이,,,20610,4503373,4504280,4503.373,4504.28
